X,Y,OBJECTID,Schoolnumber,Name,Province,SchoolLevel,District,Grant_Class,latitude,longitude
297544.095657507,8027982.80562194,1,1001,ADMIRAL TAIT,Harare,Primary,Northern Central,P1,-17.82644,31.08971
293894.161306683,8031810.77714575,2,1002,ALEXANDRA PARK,Harare,Primary,Northern Central,P1,-17.79152,31.05566
287989.133358882,8032126.13820342,3,1003,ALFRED BEIT PRIMARY,Harare,Primary,Warren Park Mabelreign,P1,-17.78811,31.00001
291807.82122796,8022358.52227824,4,1004,ARDBENNIE,Harare,Primary,Mbare Hatfield,P1,-17.87671,31.03505
291605.080806177,8031762.54656595,5,1005,AVONDALE,Harare,Primary,Northern Central,P1,-17.79174,31.03407
288828.922119265,8034137.65838488,6,1006,AVONLEA,Harare,Primary,Warren Park Mabelreign,P1,-17.77002,31.00813
295846.597215716,8029118.86290211,7,1007,ST. CATHERINE SPEC.,Harare,Primary,Northern Central,P1,-17.81602,31.07381
279827.238633975,8030196.3318165,8,1008,BATSIRAI ZIMCARE TRUST SPECIAL,Harare,Primary,Warren Park Mabelreign,P2,-17.80474,30.92285
308815.018965423,8027345.31724819,9,1009,TINOKWIRIRA SPEC.,Harare,Primary,Mabvuku Tafara,P2,-17.83321,31.19596
289324.875047945,8024589.42258131,10,1010,RUVIMBO SPECIAL,Harare,Primary,High Glen,P2,-17.85632,31.01185
308453.959876555,8027298.66220862,11,1011,BATANAI,Harare,Primary,Mabvuku Tafara,P2,-17.8336,31.19255
289762.166246129,8028036.87438489,12,1012,BELVEDERE PRIMARY,Harare,Primary,Warren Park Mabelreign,P1,-17.82522,31.01632
292013.070870266,8029867.22472379,13,1013,BLAKISTON  JUNIOR,Harare,Primary,Northern Central,P1,-17.8089,31.03773
297568.453541042,8033811.1816083,14,1014,BORROWDALE PRIMARY,Harare,Primary,Northern Central,P1,-17.77379,31.0905
284437.925469327,8018247.65046032,15,1015,CHEMBIRA,Harare,Primary,High Glen,P2,-17.91313,30.9651
286977.697219682,8020658.68993334,16,1016,CHENGU,Harare,Primary,High Glen,P2,-17.8916,30.98931
298394.450687017,8007148.40351968,17,1017,CHINEMBIRI,Harare,Primary,Chitungwiza,P2,-18.01473,31.09572
294426.805250263,8009483.93520471,18,1018,ST MARY,Harare,Secondary,Chitungwiza,S2,-17.99326,31.05849
287877.341845194,8020877.60111598,19,1019,CHIPEMBERE,Harare,Primary,High Glen,P2,-17.88971,30.99782
291394.470361431,8024364.48244986,20,1020,CHIRODZO,Harare,Primary,Mbare Hatfield,P2,-17.85855,31.03135
297116.267166169,8008256.59447584,21,1021,NYATSIME COLLEGE,Harare,Secondary,Chitungwiza,S2,-18.0046,31.08376
291020.734410709,8023616.63203008,22,1022,CHITSERE,Harare,Primary,Mbare Hatfield,P2,-17.86527,31.02775
286433.621177161,8019121.77987005,23,1023,ST. PETERS KUBATANA HIGH,Harare,Secondary,High Glen,S2,-17.90543,30.98402
301808.10026049,8029601.05138138,24,1024,COURTENEY  SELOUS,Harare,Primary,Mabvuku Tafara,P1,-17.81221,31.13008
294595.695868247,8028681.97961938,25,1025,DAVID LIVINGSTONE JUNIOUR,Harare,Primary,Mbare Hatfield,P2,-17.81985,31.06197
307305.389480799,8026688.69429922,26,1026,DONNYBROOK,Harare,Primary,Mabvuku Tafara,P2,-17.83901,31.18166
296452.066515389,8006836.08952609,27,1027,DUDZAI,Harare,Primary,Chitungwiza,P2,-18.01737,31.07735
279476.61156519,8029969.91846849,28,1028,DZIVARESEKWA  NO 4 PRIMARY,Harare,Primary,Warren Park Mabelreign,P2,-17.80675,30.91952
280738.981196821,8031085.43103195,29,1029,DZIVARESEKWA  NO 5 PRIMARY,Harare,Primary,Warren Park Mabelreign,P2,-17.7968,30.93154
296323.265732983,8026894.3294812,30,1030,EASTRIDGE,Harare,Primary,Mbare Hatfield,P1,-17.83616,31.07809
292383.35217186,8024887.4205682,31,1031,ST. PETERS,Harare,Primary,Mbare Hatfield,P2,-17.85392,31.04073
297785.907321429,8006590.85991632,32,1032,FUNGISAI GOVERNMENT,Harare,Primary,Chitungwiza,P2,-18.01971,31.08992
289211.054995767,8018465.28864282,33,1033,FRANK JOHNSON,Harare,Primary,High Glen,P2,-17.91163,31.01016
280742.549987362,8029993.90526756,34,1034,GILLINGHAM GOVERNMENT PRIMARY,Harare,Primary,Warren Park Mabelreign,P2,-17.80666,30.93146
284004.532064712,8018821.89952236,35,1035,KUNDAYI                  ,Harare,Primary,High Glen,P2,-17.9079,30.96107
282519.554647278,8018063.85370912,36,1036,GLEN VIEW 1,Harare,Primary,Glenview Mufakose,P2,-17.9146,30.94698
282989.963623213,8019137.35029941,37,1037,GLEN VIEW 2,Harare,Primary,Glenview Mufakose,P2,-17.90495,30.95153
282720.305045141,8018600.77833175,38,1038,GLEN VIEW  3,Harare,Primary,Glenview Mufakose,P2,-17.90977,30.94893
282385.37048063,8018698.93687476,39,1039,GLEN  VIEW  4,Harare,Primary,Glenview Mufakose,P2,-17.90885,30.94578
282937.752078838,8020126.48908754,40,1040,GLEN  VIEW  5 ,Harare,Primary,Glenview Mufakose,P2,-17.89601,30.95114
279997.869945583,8030205.97284652,41,1041,GOMBO,Harare,Primary,Warren Park Mabelreign,P2,-17.80467,30.92446
292511.08205164,8023827.1516119,42,1042,GWINYAI,Harare,Primary,Mbare Hatfield,P3,-17.86351,31.04183
281081.397406287,8023225.72186191,43,1043,GWINYIRO,Harare,Primary,Glenview Mufakose,P2,-17.86783,30.93395
301136.312144741,8027652.76224408,44,1044,GREENGROVE,Harare,Primary,Mabvuku Tafara,P1,-17.82975,31.12356
300504.449495268,8037053.16774516,45,1045,GREYSTONE PARK,Harare,Primary,Northern Central,P1,-17.74477,31.11849
294691.147533866,8033295.72980259,46,1046,GROOMBRIDGE,Harare,Primary,Northern Central,P1,-17.77818,31.06332
286710.669774821,8030988.82873591,47,1047,HAIG PARK,Harare,Primary,Warren Park Mabelreign,P1,-17.79826,30.98784
288078.988379756,8033546.28831497,48,1048,HALLINGBURY,Harare,Primary,Warren Park Mabelreign,P1,-17.77529,31.001
296469.882887225,8022225.52801168,49,1049,HATFIELD,Harare,Primary,Mbare Hatfield,P1,-17.87835,31.07902
301582.563703611,8022268.65495833,50,1050,EPWORTH,Harare,Primary,Mabvuku Tafara,P3,-17.87843,31.12726
297396.947252633,8031076.36070028,51,1051,HIGHLANDS,Harare,Primary,Northern Central,P1,-17.79848,31.08862
290291.487335672,8022010.39108208,52,1052,HOUGHTON PARK,Harare,Primary,Mbare Hatfield,P2,-17.87971,31.02071
292414.021959395,8034728.88130899,53,1053,ARUNDEL HIGH,Harare,Secondary,Northern Central,S1,-17.76502,31.04199
284449.223723355,8022650.51482922,54,1054,EAGLESVALE PREPARATORY,Harare,Primary,Glenview Mufakose,P1,-17.87336,30.96566
284435.323949934,8022661.43382249,55,1055,EAGLESVALE,Harare,Secondary,Glenview Mufakose,S1,-17.87326,30.96553
286030.719653094,8018745.44933227,56,1056,KUDAKWASHE  ,Harare,Primary,High Glen,P2,-17.90879,30.98018
300948.754298422,8032189.32308858,57,1057,CHISIPITE SENIOR,Harare,Secondary,Mabvuku Tafara,S1,-17.78875,31.12222
285868.463148472,8019927.11777189,58,1058,KUDZANAYI  ,Harare,Primary,High Glen,P2,-17.8981,30.97877
293532.251176866,8028473.89561649,59,1059,DOMINICAN CONVENT ,Harare,Secondary,Mbare Hatfield,S1,-17.82163,31.05192
284541.829137542,8024270.02669534,60,1060,KURAI,Harare,Primary,Glenview Mufakose,P2,-17.85874,30.9667
294112.828207737,8030358.47532709,61,1061,HARTMANN  HOUSE,Harare,Primary,Northern Central,P1,-17.80466,31.05758
294256.795110844,8030791.68900461,62,1062,ST. GEORGES,Harare,Secondary,Northern Central,S1,-17.80076,31.05898
300072.739208609,8031670.22982573,63,1063,LEWISAM,Harare,Primary,Mabvuku Tafara,P1,-17.79336,31.11391
286875.64183762,8023242.51200766,64,1064,LOCHINVAR ,Harare,Primary,High Glen,P1,-17.86825,30.98861
290695.207803512,8033774.35971416,65,1065,ST. JOHNS,Harare,Secondary,Warren Park Mabelreign,S1,-17.77348,31.02569
290849.59928049,8026671.26325235,66,1066,LOUIS  MOUNTBATTEN PRIMARY ,Harare,Primary,Warren Park Mabelreign,P1,-17.83766,31.02644
304079.396043294,8020483.73325581,67,1067,EPWORTH SECONDARY,Harare,Secondary,Mabvuku Tafara,S3,-17.89478,31.15065
307630.310997966,8026416.23310543,68,1068,MABVUKU,Harare,Primary,Mabvuku Tafara,P2,-17.8415,31.1847
280474.446458106,8023468.08593892,69,1069,MAKUNDANO,Harare,Primary,Glenview Mufakose,P3,-17.86558,30.92825
289701.127035179,8036613.29496204,70,1070,MARLBOROUGH,Harare,Primary,Northern Central,P1,-17.74774,31.0166
293914.587083369,8008530.97019641,71,1071,MBERI,Harare,Primary,Chitungwiza,P2,-18.00182,31.05356
287197.241921769,8021629.7098913,72,1072,MBIZI  ,Harare,Primary,High Glen,P2,-17.88285,30.99148
286380.858683463,8020471.79639244,73,1073,MHIZHA  ,Harare,Primary,High Glen,P3,-17.89323,30.98366
286642.12402662,8021404.53104918,74,1074,MHOFU   PRIMARY,Harare,Primary,High Glen,P2,-17.88483,30.98622
293997.132428775,8025674.74197399,75,1075,MOFFAT,Harare,Primary,Mbare Hatfield,P3,-17.84696,31.05603
279965.683323374,8024126.67912719,76,1076,MUKURUMBIRA,Harare,Primary,Glenview Mufakose,P2,-17.85958,30.92352
286788.681286752,8019807.55387986,77,1077,MUTASA  ,Harare,Primary,High Glen,P2,-17.89927,30.98744
280588.320613803,8024001.85121822,78,1078,MUTIUNOKURA,Harare,Primary,Glenview Mufakose,P3,-17.86077,30.92938
302460.850007761,8026129.58380581,79,1079,DANHIKO,Harare,Secondary,Mabvuku Tafara,S2,-17.84363,31.13591
295200.655547167,8025957.32719748,80,1080,NETTLETON PRIMARY,Harare,Primary,Mbare Hatfield,P1,-17.84452,31.06741
280511.287153152,8029713.47594948,81,1081,NHAMBURIKO ,Harare,Primary,Warren Park Mabelreign,P2,-17.80917,30.92925
291903.033027544,8023182.02621854,82,1082,NHARIRA,Harare,Primary,Mbare Hatfield,P3,-17.86928,31.03603
286900.761167213,8019930.53790847,83,1083,NYANDORO  ,Harare,Primary,High Glen,P2,-17.89817,30.98851
292191.40395896,8035632.07193063,84,1084,NORTH PARK,Harare,Primary,Northern Central,P1,-17.75684,31.03998
294336.629695465,8009598.11874725,85,1085,PFUMO,Harare,Primary,Chitungwiza,P2,-17.99222,31.05765
294160.239664699,8020597.5855792,86,1086,PROSPECT,Harare,Primary,Mbare Hatfield,P2,-17.89284,31.05707
297134.965558879,8024450.72810362,87,1087,QUEENSDALE,Harare,Primary,Mbare Hatfield,P1,-17.85831,31.08551
282220.435006,8019334.78758287,88,1088,RUGARE,Harare,Primary,Glenview Mufakose,P2,-17.90309,30.94429
285229.133096372,8024922.9030094,89,1089,RUKUDZO,Harare,Primary,Glenview Mufakose,P2,-17.85291,30.97325
279885.69111379,8022836.04430702,90,1090,RUSUNUNGUKO,Harare,Primary,Glenview Mufakose,P2,-17.87123,30.92263
285920.958501446,8020266.4417743,91,1091,RUSVINGO  PRIMARY,Harare,Primary,High Glen,P2,-17.89504,30.9793
291432.07618336,8033393.54579603,92,1092,EMERALD  HILLFOR THE DEAF,Harare,Primary,Northern Central,P1,-17.77699,31.0326
291428.859959625,8033396.83300428,93,1093,EMERALD HILL FOR THE DEAF,Harare,Secondary,Northern Central,S1,-17.77696,31.03257
281590.469580356,8023109.57273188,94,1094,MARIMBA,Harare,Primary,Glenview Mufakose,P2,-17.86893,30.93874
298273.957336111,8015172.72498398,95,1095,MANYAME,Harare,Secondary,Mabvuku Tafara,S2,-17.94223,31.09536
280364.050156847,8022717.37085866,96,1096,MUFAKOSE MHURIIMWE  ,Harare,Secondary,Glenview Mufakose,S2,-17.87235,30.92713
287098.147804879,8021874.4036605,97,1097,HIGHFIELD MHURIIMWE,Harare,Secondary,High Glen,S2,-17.88063,30.99057
297243.975651521,8007480.8121671,98,1098,SEKE  5  BUDIRIRAI PRI,Harare,Primary,Chitungwiza,P1,-18.01162,31.08489
298555.50989463,8007760.0028383,99,1099,SEKE  6  DZIDZAI   PRIM,Harare,Primary,Chitungwiza,P2,-18.00922,31.0973
296553.768905432,8006425.34517281,100,1100,SEKE 7 PRIM,Harare,Primary,Chitungwiza,P2,-18.02109,31.07827
295079.834015525,8008927.30174927,101,1101,SEKE MHURIIMWE ,Harare,Secondary,Chitungwiza,S2,-17.99835,31.0646
295718.310167346,8005900.79535943,102,1102,SEKE  8   VIMBAI  PRIM,Harare,Primary,Chitungwiza,P2,-18.02575,31.07033
301745.97851322,8039883.78630166,103,1103,HERITAGE,Harare,Secondary,Northern Central,S1,-17.71931,31.13046
298743.002841216,8006004.05013317,104,1104,SEKE ELEVEN,Harare,Primary,Chitungwiza,P2,-18.0251,31.0989
290996.65584101,8028310.06968179,105,1105,SELBORNE ROUTLEDGE,Harare,Primary,Warren Park Mabelreign,P1,-17.82287,31.02799
291042.412134821,8022768.89474212,106,1106,SHINGIRAYI,Harare,Primary,Mbare Hatfield,P2,-17.87293,31.02787
284483.485437731,8018927.87859078,107,1107,SHIRIYEDENGA,Harare,Primary,High Glen,P2,-17.90699,30.9656
308773.135058544,8026632.07309357,108,1108,SIMUDZAI,Harare,Primary,Mabvuku Tafara,P2,-17.83965,31.1955
289103.846248659,8023643.890292,109,1109,SOUTHERTON,Harare,Primary,High Glen,P2,-17.86484,31.00967
291121.860310228,8028905.84739519,110,1110,ST GILES,Harare,Primary,Northern Central,P1,-17.8175,31.02923
150029.654565097,8042178.86637383,111,1111,MAGUREKURE,Mashonaland West,Primary,Makonde,P3,-17.67979,29.70151
294327.954524215,8023730.99671528,112,1112,SUNNINGDALE I PRIM,Harare,Primary,Mbare Hatfield,P2,-17.86455,31.05896
310562.800909115,8028051.68744602,113,1113,TAFARA  1,Harare,Primary,Mabvuku Tafara,P2,-17.82698,31.21251
309559.061681735,8026481.35773593,114,1114,MWANANDISHE,Harare,Primary,Mabvuku Tafara,P2,-17.84108,31.2029
297754.889944946,8006209.73800606,115,1115,TAMUKA,Harare,Primary,Chitungwiza,P2,-18.02315,31.08959
293440.670313879,8008874.6938745,116,1116,TANGENHAMO,Harare,Primary,Chitungwiza,P2,-17.99867,31.04912
309507.657719364,8027197.02157529,117,1117,TASHINGA,Harare,Primary,Mabvuku Tafara,P2,-17.83461,31.20248
279898.9572149,8023549.14991965,118,1118,TENDAYI,Harare,Primary,Glenview Mufakose,P2,-17.86479,30.92283
309961.279572575,8026324.72127507,119,1119,TSINHIRANO,Harare,Primary,Mabvuku Tafara,P2,-17.84253,31.20668
286980.168823787,8020036.56324712,120,1120,TSUNGAYI,Harare,Primary,High Glen,P2,-17.89722,30.98927
296275.529263794,8035167.29159674,121,1121,VAINONA,Harare,Primary,Northern Central,P3,-17.76142,31.07844
284863.303380449,8024441.79486954,122,1122,WADZANAYI,Harare,Primary,Glenview Mufakose,P2,-17.85722,30.96975
286019.147528631,8027260.658705,123,1123,WARREN PARK I ,Harare,Primary,Warren Park Mabelreign,P2,-17.83187,30.98094
284884.805314596,8026366.06850208,124,1124,WARREN PARK 2 SCHOOL,Harare,Primary,Warren Park Mabelreign,P2,-17.83984,30.97015
291260.865465344,8020552.7623497,125,1125,WATERFALLS PRIMARY,Harare,Primary,High Glen,P1,-17.89297,31.02971
300636.22797101,8022251.38437224,126,1126,WIDDICOMBE ,Harare,Primary,Mbare Hatfield,P1,-17.8785,31.11833
280532.371589419,8023024.79227414,127,1127,YAMURANAYI,Harare,Primary,Glenview Mufakose,P2,-17.86959,30.92875
294384.467519159,8008065.42426535,128,1128,ZENGEZA 4 PRIM,Harare,Primary,Chitungwiza,P2,-18.00607,31.05795
297664.363294882,8008516.8604599,129,1129,ZENGEZA 5 PRIM,Harare,Primary,Chitungwiza,P2,-18.0023,31.08896
293969.337815047,8009369.54630063,130,1130,ZENGEZA 7 PRIM,Harare,Primary,Chitungwiza,P2,-17.99425,31.05416
294092.399391055,8006929.89596512,131,1131,ZENGEZA 8 ,Harare,Primary,Chitungwiza,P2,-18.0163,31.05508
284761.689665803,8019754.56036308,132,1132,ZUVARABUDA,Harare,Primary,High Glen,P2,-17.89955,30.96831
305037.692128099,8018207.41838605,133,1133,DOMBORAMWARI,Harare,Secondary,Mabvuku Tafara,S2,-17.91543,31.15948
291063.433771532,8035169.72146329,134,1134,GATEWAY ,Harare,Secondary,Northern Central,S1,-17.76091,31.0293
283044.610989489,8017541.56734192,135,1135,GLEN VIEW 9,Harare,Primary,Glenview Mufakose,P2,-17.91937,30.95188
297220.016663124,8005701.63899899,136,1136,ST AIDANS,Harare,Primary,Chitungwiza,P2,-18.02769,31.08449
299783.604489582,8035004.74429956,137,1137,ST. JOHNS PREPARATORY,Harare,Primary,Northern Central,P1,-17.76321,31.1115
,,138,1138,ST MARCELLIN PRIMARY SCHO,Harare,Primary,Mbare Hatfield,P1,,0
299879.725371074,8034833.02863886,139,1139,ST. JOHNS,Harare,Secondary,Northern Central,S1,-17.76477,31.11239
299327.527184935,8025878.9114985,140,1140,SIR WILFRED ANSON,Harare,Primary,Mbare Hatfield,P2,-17.84561,31.10633
284273.857210129,8023956.02688952,141,1141,LYTTON,Harare,Primary,Glenview Mufakose,P2,-17.86155,30.96414
301684.5664467,8024463.63381874,142,1142,ZIMPHOS PRIMARY,Harare,Primary,Mabvuku Tafara,P2,-17.85861,31.12843
292261.719107527,8024860.6835807,143,1143,CHIEDZA,Harare,Primary,Mbare Hatfield,P2,-17.85415,31.03958
305446.761134368,8019171.15988676,144,1144,CHIZUNGU PRIMARY,Harare,Primary,Mabvuku Tafara,P2,-17.90676,31.16343
295681.130258142,8030257.33833546,145,1145,TOMLINSON DEPOT,Harare,Primary,Northern Central,P1,-17.80572,31.07236
294635.745057071,8026249.2555689,146,1146,BRAESIDE Z.R.P.,Harare,Primary,Mbare Hatfield,P2,-17.84183,31.06211
302538.166632385,8018920.881377,147,1147,KUTSAGA,Harare,Primary,Mabvuku Tafara,P3,-17.90876,31.13596
298073.229839261,8014805.36720533,148,1148,MANYAME,Harare,Primary,Mabvuku Tafara,P2,-17.94553,31.09343
292496.07916804,8009350.70732949,149,1149,CHAMINUKA,Harare,Primary,Chitungwiza,P2,-17.99428,31.04025
285988.588162575,8030978.84701941,150,1150,MABELREIGN Z.R.P.,Harare,Primary,Warren Park Mabelreign,P1,-17.79828,30.98103
293189.91024413,8010155.07415983,151,1151,ZENGEZA MAIN,Harare,Primary,Chitungwiza,P2,-17.98708,31.04688
288613.061675291,8021856.34739918,152,1152,HUPENYU HUTSVA,Harare,Primary,High Glen,P2,-17.88094,31.00486
300694.93717266,8032120.36299886,153,1153,CHISIPITE  JUNIOR,Harare,Primary,Mabvuku Tafara,P1,-17.78935,31.11982
282355.471766062,8022374.06072034,154,1154,ASPINDALE PARK,Harare,Primary,Glenview Mufakose,P3,-17.87565,30.94588
298446.976329837,8006572.20815119,155,1155,FARAI,Harare,Primary,Chitungwiza,P3,-18.01994,31.09616
308720.173262969,8031576.05084693,156,1156,CHIKURUBI   PRISON,Harare,Primary,Mabvuku Tafara,P3,-17.79498,31.19545
305534.239147105,8029683.2975916,157,1157,Z.R.P. SUPPORT UNIT PRIMARY,Harare,Primary,Mabvuku Tafara,P3,-17.8118,31.16523
293499.823261168,8028431.49255442,158,1158,DOMINICAN CONVENT,Harare,Primary,Mbare Hatfield,P2,-17.82201,31.05161
294201.690666446,8019061.51618784,159,1159,ST. JOHNS RETREAT,Harare,Primary,Mbare Hatfield,P2,-17.90672,31.05731
297874.843290159,8034135.31339918,160,1160,ST. MICHAEL PREP,Harare,Primary,Northern Central,P1,-17.77089,31.09342
290268.779617691,8028558.10355681,161,1161,BISHOPSLEA,Harare,Primary,Warren Park Mabelreign,P1,-17.82056,31.02115
294476.458634073,8024231.7895732,162,1162,ST. MARTINS CONVENT,Harare,Primary,Mbare Hatfield,P1,-17.86004,31.06041
291292.737072435,8029696.93495828,163,1164,SHARON,Harare,Primary,Northern Central,P1,-17.81037,31.03092
295692.166891629,8032483.56398531,164,1165,HARARE  HELLENIC,Harare,Primary,Northern Central,P1,-17.78561,31.07268
290855.128501238,8023137.76197024,165,1167,ST. MICHAEL,Harare,Primary,Mbare Hatfield,P2,-17.86958,31.02614
295136.410354204,8029815.57743755,166,1168,HARARE CENTRAL PRISON,Harare,Primary,Northern Central,P2,-17.80966,31.06718
291553.233966322,8015054.01951976,167,1169,DERBYSHIRE  PRIMARY,Harare,Primary,High Glen,P3,-17.94267,31.03192
285065.295848711,8016695.77015531,168,1170,SIMBAREDENGA,Harare,Primary,High Glen,P2,-17.92721,30.97086
291938.661527639,8028266.83915131,169,1171,ALLAN WILSON HIGH,Harare,Secondary,Mbare Hatfield,S1,-17.82335,31.03687
296736.020329845,8027791.88891716,170,1172,CHURCHILL BOYS HIGH,Harare,Secondary,Northern Central,S1,-17.82809,31.08207
296372.804515008,8024757.28041638,171,1173,CRANBORNE,Harare,Secondary,Mbare Hatfield,S1,-17.85547,31.07835
280073.760799716,8029386.4753734,172,1174,DZIVARASEKWA 1 HIGH,Harare,Secondary,Warren Park Mabelreign,S2,-17.81208,30.92509
280186.038393088,8030643.13479901,173,1175,DZIVARASEKWA 2 HIGH,Harare,Secondary,Warren Park Mabelreign,S3,-17.80074,30.92628
289558.331801287,8032863.47688052,174,1176,ELLIS ROBINS BOYS HIGH,Harare,Secondary,Warren Park Mabelreign,S1,-17.7816,31.01488
281911.003451491,8015114.53764704,175,1177,CREST  BREEDERS,Harare,Primary,High Glen,P3,-17.94118,30.94093
292191.428134496,8022772.1482269,176,1178,GEORGE STARK HIGH,Harare,Secondary,Mbare Hatfield,S3,-17.87301,31.03871
292588.221055369,8028001.32368462,177,1179,GIRLS HIGH,Harare,Secondary,Mbare Hatfield,S1,-17.82581,31.04297
285549.06545646,8018108.09675229,178,1180,GLEN NORAH 1 HIGH,Harare,Secondary,High Glen,S2,-17.9145,30.97557
285547.131926193,8018773.41032169,179,1181,GLEN NORAH 2 HIGH,Harare,Secondary,High Glen,S2,-17.90849,30.97562
282220.435006,8019334.78758287,180,1182,GLEN VIEW 2 HIGH,Harare,Secondary,Glenview Mufakose,S2,-17.90309,30.94429
291638.149985597,8024176.64549712,181,1183,HARARE HIGH,Harare,Secondary,Mbare Hatfield,S2,-17.86027,31.03363
297390.540315296,8022061.19253403,182,1184,HATFIELD  GIRLS HIGH,Harare,Secondary,Mbare Hatfield,S1,-17.87992,31.08769
287160.492445504,8020220.06147116,183,1185,HIGHFIELD HIGH,Harare,Secondary,High Glen,S2,-17.89558,30.99099
287456.496444802,8019700.73082705,184,1186,HIGHFIELD  2  HIGH,Harare,Secondary,High Glen,S2,-17.9003,30.99373
284587.289149861,8024281.59206837,185,1187,KAMBUZUMA 1 HIGH,Harare,Secondary,Glenview Mufakose,S2,-17.85864,30.96713
285784.739371858,8025503.47523672,186,1188,KAMBUZUMA 2 ,Harare,Secondary,Glenview Mufakose,S2,-17.84772,30.97855
285509.184671931,8020412.53125883,187,1189,KWAYEDZA  HIGH,Harare,Secondary,High Glen,S2,-17.89368,30.97543
289828.558145771,8019593.28630617,188,1190,LORD MALVERN HIGH,Harare,Secondary,High Glen,S1,-17.9015,31.0161
288686.028142827,8032513.26522544,189,1191,MABELREIGN GIRLS HIGH,Harare,Secondary,Warren Park Mabelreign,S1,-17.78468,31.00662
307923.04505865,8026838.5885388,190,1192,MABVUKU  HIGH,Harare,Secondary,Mabvuku Tafara,S2,-17.83771,31.1875
289086.218646471,8037082.80557852,191,1193,MARLBOROUGH ,Harare,Secondary,Northern Central,S1,-17.74344,31.01085
282502.054046511,8026398.72705414,192,1194,COLD  COMFORT FARM,Harare,Primary,Warren Park Mabelreign,P2,-17.83931,30.94768
292377.705740699,8023001.0395884,193,1195,MBARE HIGH,Harare,Secondary,Mbare Hatfield,S2,-17.87096,31.04049
294098.799224652,8026194.97458101,194,1196,MORGAN  HIGH,Harare,Secondary,Mbare Hatfield,S1,-17.84227,31.05704
292844.641305199,8033099.46212807,195,1197,MT. PLEASANT ,Harare,Secondary,Northern Central,S1,-17.77978,31.04589
280725.775850861,8022695.92292446,196,1198,MUFAKOSE 1 HIGH,Harare,Secondary,Glenview Mufakose,S2,-17.87258,30.93054
280959.92145139,8023856.5139918,197,1199,MUFAKOSE 2 ,Harare,Secondary,Glenview Mufakose,S2,-17.86212,30.93287
280972.727866814,8024231.95237945,198,1200,MUFAKOSE 3 ,Harare,Secondary,Glenview Mufakose,S2,-17.85873,30.93303
279317.862470099,8022706.82926996,199,1201,MUFAKOSE 4 ,Harare,Secondary,Glenview Mufakose,S2,-17.87234,30.91726
286853.988201556,8019354.3742581,200,1202,MUKAI HIGH,Harare,Secondary,High Glen,S2,-17.90337,30.98801
300873.892380287,8032675.6244902,201,1203,ORIEL BOYS HIGH,Harare,Secondary,Mabvuku Tafara,S1,-17.78435,31.12156
301566.037684493,8032922.74981989,202,1204,ORIEL GIRLS HIGH,Harare,Secondary,Mabvuku Tafara,S1,-17.78218,31.12811
291887.065803521,8028737.87741314,203,1205,PRINCE EDWARD ,Harare,Secondary,Mbare Hatfield,S1,-17.81909,31.03643
292686.70531555,8027911.58043173,204,1206,QUEEN ELIZABETH GIRLS,Harare,Secondary,Mbare Hatfield,S1,-17.82663,31.04389
,,205,1208,SEKE 1 HIGH,Harare,Secondary,Chitungwiza,S2,,0
297892.208779456,8008197.07775437,206,1209,SEKE 2 HIGH,Harare,Secondary,Chitungwiza,S2,-18.00521,31.09108
296774.37561009,8004761.6152328,207,1210,SEKE 3 HIGH,Harare,Secondary,Chitungwiza,S2,-18.03614,31.08019
298471.352932498,8005540.75503681,208,1211,SEKE 4 HIGH,Harare,Secondary,Chitungwiza,S2,-18.02926,31.09629
308960.914664795,8027497.26140122,209,1212,TAFARA I HIGH,Harare,Secondary,Mabvuku Tafara,S2,-17.83185,31.19735
310436.795535354,8028368.15879929,210,1213,TAFARA 2 HIGH,Harare,Secondary,Mabvuku Tafara,S2,-17.82411,31.21135
295317.8393165,8035366.68343253,211,1214,VAINONA ,Harare,Secondary,Northern Central,S1,-17.75953,31.06943
293756.359457861,8008266.94752625,212,1215,ZENGEZA  I  HIGH,Harare,Secondary,Chitungwiza,S2,-18.00419,31.05204
293025.272371046,8008388.76837673,213,1216,ZENGEZA 2 HIGH,Harare,Secondary,Chitungwiza,S2,-18.00302,31.04515
295241.674803,8008542.64969006,214,1217,ZENGEZA 3 HIGH,Harare,Secondary,Chitungwiza,S2,-18.00184,31.06609
295925.731076643,8007950.89373261,215,1218,ZENGEZA 4 HIGH,Harare,Secondary,Chitungwiza,S2,-18.00725,31.07249
282236.23367437,8019343.81840931,216,1219,GLEN VIEW 1 HIGH,Harare,Secondary,Glenview Mufakose,S2,-17.90301,30.94444
300578.866981276,8005640.9170334,217,1220,SEKE 5 HIGH,Harare,Secondary,Chitungwiza,S2,-18.02855,31.1162
295493.580518879,8005311.74262461,218,1221,SEKE 6 HIGH,Harare,Secondary,Chitungwiza,S2,-18.03105,31.06815
280426.041974163,8027547.10762714,219,1222,KUWADZANA  1 HIGH,Harare,Secondary,Warren Park Mabelreign,S2,-17.82873,30.92822
286224.879774989,8027748.86551594,220,1223,WARREN PARK  HIGH,Harare,Secondary,Warren Park Mabelreign,S2,-17.82748,30.98293
299556.603369636,8042713.37633367,221,1224,HATCLIFFE   ,Harare,Secondary,Northern Central,S2,-17.69355,31.11009
288208.253241239,8011590.94647809,222,1225,BLACKFORDBY,Harare,Primary,High Glen,P3,-17.97363,31
